ssn,fname,lname,age,gender,nurse_id,rec_id
100001981,Thomas,Mahoney,12,M,176,202
100001982,Michael,Morris,71,M,184,222
100001983,Brittany,Anderson,70,M,53,224
100001984,Samantha,Carter,44,F,179,191
100001985,Jeffrey,Clark,45,M,290,133
100001986,James,Hall,16,M,136,44
100001987,Michelle,Russo,37,F,12,71
100001988,James,Perez,37,M,274,262
100001989,Sarah,Harris,27,F,246,95
100001990,Breanna,Doyle,78,M,76,121
100001991,Mindy,Martinez,71,F,41,296
100001992,Kurt,Perez,48,M,67,238
100001993,Curtis,Morris,15,F,182,256
100001994,Wanda,Richmond,77,F,83,43
100001995,Michelle,Taylor,54,M,118,153
100001996,Donald,Thomas,59,F,282,97
100001997,Jason,Palmer,61,M,115,178
100001998,Amanda,Lewis,20,M,122,107
100001999,Teresa,Paul,12,F,184,222
100002000,April,Moody,77,M,84,114
100002001,Daniel,Cardenas,20,M,52,255
100002002,Caitlyn,Vaughan,73,M,70,152
100002003,Anita,Morgan,58,M,197,167
100002004,Sheila,Nichols,60,F,160,53
100002005,Lindsey,Hancock,13,F,87,249
100002006,Christina,Olson,36,F,122,107
100002007,Teresa,Robinson,37,F,179,191
100002008,Joseph,Snyder,30,M,39,230
100002009,Madison,Leonard,59,F,161,188
100002010,Donna,West,30,F,275,159
100002011,David,Obrien,67,M,179,191
100002012,Michael,Miller,26,F,187,277
100002013,Sharon,Jacobs,79,F,258,247
100002014,Debra,Jones,66,F,117,136
100002015,Thomas,Richard,39,M,267,135
100002016,Michele,Johnson,30,F,91,252
100002017,Michael,Gibbs,76,M,59,120
100002018,Larry,Wilkerson,15,F,127,248
100002019,Joshua,Sampson,42,M,177,220
100002020,Scott,Douglas,19,M,121,215
100002021,Crystal,Flores,34,M,100,223
100002022,Mark,Grimes,34,F,174,78
100002023,Karen,Rasmussen,71,F,129,88
100002024,Angela,Clark,43,F,136,90
100002025,Charles,Medina,39,F,109,145
100002026,Caitlyn,Pugh,68,F,295,218
100002027,Michael,Thornton,19,M,224,282
100002028,Jessica,Christensen,65,M,222,113
100002029,Jamie,Thomas,51,M,59,120
100002030,Brandon,Brown,68,F,113,265
100002031,Melissa,Brooks,13,M,56,219
100002032,Anna,Bailey,43,F,136,122
100002033,Jacob,Gomez,71,M,236,236
100002034,Deanna,Long,59,F,284,98
100002035,Eric,Horton,15,F,226,290
100002036,Sarah,Miller,57,F,16,43
100002037,Sharon,Hughes,64,M,16,166
100002038,Kayla,Thomas,21,F,295,218
100002039,Christopher,Soto,33,M,16,42
100002040,Michael,Brown,26,M,104,87
100002041,Joseph,Garcia,16,M,55,58
100002042,Tammy,Henderson,75,F,49,110
100002043,Sheila,Perez,43,F,270,55
100002044,Michael,Bailey,47,M,71,223
100002045,Angie,Alvarez,54,F,54,284
100002046,Nathaniel,Taylor,37,M,81,212
100002047,Amanda,Merritt,34,F,157,251
100002048,Kristin,Baker,48,F,110,100
100002049,Zachary,Garcia,60,F,170,62
100002050,Sherry,Wilkinson,24,F,54,284
100002051,Thomas,Shannon,74,F,83,43
100002052,Ryan,Villarreal,53,M,39,230
100002053,Ryan,Cherry,57,F,211,254
100002054,Melvin,Martinez,72,F,78,175
100002055,David,Aguilar,40,F,105,61
100002056,Elizabeth,Williams,62,F,244,161
100002057,Jeffrey,Davis,66,F,287,103
100002058,Charles,Gibson,20,M,152,189
100002059,Karen,Mason,34,M,104,87
100002060,Richard,Jones,32,F,244,161
100002061,Joseph,Lewis,52,F,198,116
100002062,Diane,Sanchez,38,F,146,46
100002063,Joseph,Davis,49,F,287,103
100002064,Jared,Travis,20,F,149,192
100002065,Thomas,Mendez,42,F,247,151
100002066,Charles,Taylor,22,M,199,172
100002067,Danielle,Wise,12,M,276,129
100002068,Rhonda,Brown,68,M,130,197
100002069,Albert,Jones,36,F,163,299
100002070,Jesus,Williams,34,M,266,73
100002071,Michael,Love,27,F,57,127
100002072,Michael,Oliver,21,F,93,253
100002073,Kaitlyn,Price,75,F,255,285
100002074,William,Adkins,14,M,73,219
100002075,Rebecca,Valdez,74,F,239,225
100002076,Brittany,Hodges,80,M,136,110
100002077,Amy,Solomon,79,M,154,60
100002078,Gary,Garcia,66,M,153,212
100002079,Michael,Summers,18,F,149,220
100002080,Shane,Jackson,14,F,245,62
100002081,Anne,Gonzalez,20,F,87,249
100002082,Mary,King,55,M,84,114
100002083,Alex,Mcclure,49,F,186,85
100002084,Brandy,Cooley,60,F,82,293
100002085,Sarah,Wang,48,M,28,195
100002086,Kaitlyn,Lucas,63,M,90,63
100002087,Christopher,Villegas,20,M,98,280
100002088,Jonathon,Martinez,32,F,269,68
100002089,Tamara,Buchanan,69,F,178,47
100002090,Vicki,Houston,30,F,52,255
100002091,Joanna,Garcia,36,F,18,70
100002092,Katherine,Ramos,44,M,154,239
100002093,Dana,Reed,55,M,221,144
100002094,Kyle,Martin,45,F,36,66
100002095,Tamara,Dodson,20,F,263,261
100002096,Andrew,White,28,F,127,248
100002097,Amy,Shannon,50,F,185,49
100002098,Stacey,Mayo,71,M,276,129
100002099,Brooke,Lucas,78,M,240,69
100002100,Jenna,Aguilar,23,M,282,199
100002101,Brian,Martin,17,F,186,202
100002102,Patrick,Hawkins,44,M,182,256
100002103,Christina,Frederick,62,M,12,71
100002104,Patrick,Patel,40,F,273,288
100002105,Amber,Johnson,78,F,249,124
100002106,Steven,Dorsey,57,F,229,291
100002107,Jessica,Bautista,51,M,82,293
100002108,David,Mcintosh,43,F,124,295
100002109,Karla,Henderson,51,F,147,104
100002110,Robert,Wood,47,F,279,156
100002111,Charles,Price,21,M,160,53
100002112,Michael,Reed,69,F,45,294
100002113,Janice,Cunningham,66,M,193,174
100002114,Dakota,James,55,F,236,236
100002115,Sarah,Vega,15,F,199,172
100002116,Kimberly,Jackson,62,M,83,43
100002117,Albert,Martinez,13,F,158,81
100002118,Max,Hurley,68,F,145,276
100002119,Steven,Dorsey,14,F,107,271
100002120,Kelly,Goodwin,44,F,122,107
100002121,Angela,Gray,12,M,24,286
100002122,Virginia,Calderon,46,M,291,214
100002123,Brian,Baxter,74,M,60,48
100002124,David,Hansen,71,M,187,277
100002125,Nathan,Hansen,12,F,199,172
100002126,Vincent,Sanders,18,F,31,75
100002127,Robert,Hobbs,54,F,264,229
100002128,Chad,Moody,25,F,19,181
100002129,Stephen,Knight,65,F,14,58
100002130,Paul,Jennings,41,M,220,142
100002131,Christy,Brooks,63,F,60,48
100002132,Cory,Walker,15,F,287,103
100002133,Marissa,Clark,77,F,223,131
100002134,Thomas,Walsh,12,M,266,73
100002135,Paula,Salinas,19,M,26,228
100002136,Taylor,Wilson,37,F,286,158
100002137,Natalie,Andrews,34,F,175,115
100002138,Carolyn,Bryan,29,M,37,51
100002139,Brett,Scott,56,M,205,237
100002140,Jonathan,Boyd,49,F,280,249
100002141,Jill,Mathews,57,M,162,84
100002142,Melissa,Horne,43,M,284,98
100002143,Gregory,Raymond,12,M,40,165
100002144,Kyle,Lopez,31,M,57,127
100002145,William,Butler,22,M,161,188
100002146,Jacqueline,Morgan,51,M,94,233
100002147,Jenna,Lewis,14,F,73,41
100002148,Christine,Moreno,62,M,222,113
100002149,Alexis,Moore,17,F,39,230
100002150,Allison,Jones,26,F,287,103
100002151,Michael,Stout,27,F,147,104
100002152,Nicole,Howe,45,M,159,196
100002153,Brandy,Duffy,16,M,194,292
100002154,Tina,Wood,37,M,188,101
100002155,Edward,Smith,26,M,42,287
100002156,Misty,Walker,32,M,22,52
100002157,Debra,Cruz,58,M,92,180
100002158,Melanie,Jensen,13,F,48,200
100002159,Cynthia,Tucker,29,M,174,78
100002160,Aaron,Butler,51,F,42,287
100002161,Daisy,Woodward,59,F,228,90
100002162,Kendra,Torres,47,F,147,104
100002163,Pamela,Thompson,75,F,247,151
100002164,Steven,Kim,33,M,86,162
100002165,Breanna,Wells,37,M,178,47
100002166,Michelle,Jones,28,M,229,291
100002167,Beth,Walker,35,F,117,136
100002168,Pamela,Stark,18,F,253,278
100002169,Timothy,Murphy,59,F,158,81
100002170,Frank,Turner,12,M,113,265
100002171,Andrea,Nguyen,39,F,205,237
100002172,Kristen,Carter,24,M,89,92
100002173,John,Harrison,40,F,290,158
100002174,Samantha,Washington,77,M,142,63
100002175,Sara,Medina,23,F,214,61
100002176,Stephanie,Caldwell,27,F,286,158
100002177,Christina,Thomas,17,F,26,228
100002178,Adrienne,Cooper,75,M,182,256
100002179,Justin,Mitchell,22,M,295,218
100002180,James,Moses,19,M,178,47
100002181,Roy,Smith,51,F,185,49
100002182,Frank,Taylor,66,F,254,56
100002183,April,Moore,55,F,282,49
100002184,Nicholas,Hammond,16,M,222,113
100002185,Rebecca,Lambert,22,F,99,147
100002186,Michael,Wagner,69,F,201,166
100002187,Stacy,Hess,16,F,123,48
100002188,Darius,Cooper,59,F,197,167
100002189,Paul,Moore,51,F,69,199
100002190,Patrick,Peterson,18,F,266,73
100002191,David,Morris,74,M,146,46
100002192,Peter,Warner,65,M,52,255
100002193,Scott,Sherman,46,F,236,236
100002194,Mark,Martinez,71,M,263,261
100002195,Douglas,Alexander,66,F,37,51
100002196,Debra,Mccormick,71,F,298,190
100002197,William,Garcia,42,M,28,195
100002198,Kyle,Arroyo,80,M,16,86
100002199,Timothy,Griffin,41,F,17,203
100002200,Edward,Jimenez,28,F,18,70
100002201,Robert,Hanson,75,F,104,87
100002202,Robert,Lynch,53,M,270,55
100002203,John,Andersen,25,F,283,63
100002204,Keith,Nguyen,53,M,68,89
100002205,Toni,Garcia,15,M,261,274
100002206,Alexander,Johnson,49,F,59,120
100002207,Trevor,Price,52,F,254,56
100002208,Brittany,Jackson,62,M,286,158
100002209,Ryan,Smith,64,F,59,120
100002210,Christian,Harvey,33,F,16,202
100002211,Charles,Duarte,45,F,263,261
100002212,Sean,Hamilton,66,F,51,163
100002213,David,Leach,76,M,120,137
100002214,Nicole,Phillips,27,F,184,222
100002215,John,Smith,30,F,228,90
100002216,Manuel,Frazier,14,F,101,205
100002217,James,Stone,43,F,74,184
100002218,Brenda,Lynch,61,F,272,275
100002219,Gina,Sullivan,78,F,153,55
100002220,Annette,Martin,29,M,171,298
100002221,Charles,Heath,41,F,188,101
100002222,Jared,Lynch,73,M,207,193
100002223,Arthur,Wright,71,F,266,73
100002224,Joseph,Chapman,26,F,143,154
100002225,Victor,Green,54,M,254,56
100002226,Jessica,Wolf,69,F,298,190
100002227,Hector,Anderson,44,F,74,184
100002228,Nicholas,Brewer,29,M,171,298
100002229,Steven,Knight,80,F,264,229
100002230,Jennifer,Osborne,54,F,221,144
100002231,April,Strickland,69,M,66,225
100002232,Jay,Stevens,21,F,238,118
100002233,Sharon,Ortiz,46,M,190,149
100002234,Christopher,Horton,12,M,184,222
100002235,Martin,Vasquez,52,M,234,140
100002236,Anne,Houston,17,F,68,89
100002237,Jeremy,Gomez,46,F,211,254
100002238,Renee,Fisher,17,F,290,232
100002239,Jonathan,Green,48,F,66,116
100002240,John,Morrison,37,F,215,231
100002241,Bruce,Hunter,68,M,13,260
100002242,Amy,Pittman,25,F,178,47
100002243,Regina,Stephens,76,M,39,230
100002244,Kenneth,Goodman,63,M,118,153
100002245,Kevin,Reyes,50,F,63,226
100002246,Amber,Elliott,13,M,108,126
100002247,Linda,Washington,50,M,28,195
100002248,Morgan,Banks,76,F,116,96
100002249,Troy,Johnson,54,F,94,233
100002250,Robert,Dodson,66,F,205,237
100002251,James,Martin,65,M,137,243
100002252,Kristen,Baldwin,34,F,69,199
100002253,Allison,Flores,23,F,68,89
100002254,Maria,Snyder,41,M,233,279
100002255,Donald,Day,24,M,91,252
100002256,David,Cameron,27,F,214,197
100002257,Rodney,Hall,27,F,176,202
100002258,Ashley,Delgado,15,F,95,128
100002259,Anna,Fletcher,34,F,52,255
100002260,Matthew,Henderson,12,M,272,275
100002261,Colleen,Hamilton,58,M,265,45
100002262,Carrie,Patel,78,M,53,224
100002263,Jennifer,Estrada,50,F,174,78
100002264,Zachary,Martinez,46,F,275,159
100002265,Paul,Evans,44,M,192,258
100002266,Leonard,Beltran,62,F,218,134
100002267,Wesley,Ortiz,70,F,230,242
100002268,Jamie,Sandoval,56,F,236,236
100002269,Kelly,Thomas,32,M,45,294
100002270,Reginald,Hoffman,18,F,19,181
100002271,Rachel,Gilmore,75,F,276,129
100002272,Sandra,Dawson,63,M,144,177
100002273,Samuel,Hall,77,F,259,85
100002274,Terry,Willis,43,F,100,223
100002275,Francisco,Miller,54,F,37,51
100002276,David,Jones,52,F,151,72
100002277,Steven,Lindsey,36,M,188,101
100002278,Kristin,Carter,52,F,175,115
100002279,Jessica,Fernandez,33,F,14,58
100002280,Glenn,Webb,78,M,125,250
100002281,Susan,Mendoza,62,F,185,49
100002282,Kenneth,Pitts,78,F,47,112
100002283,Lori,Benson,66,F,33,79
100002284,Hannah,Cunningham,41,F,25,212
100002285,Tonya,Ramirez,54,M,224,282
100002286,Angela,Martin,75,F,180,105
100002287,Sherry,Kelly,59,F,29,179
100002288,Bobby,Perry,23,M,103,148
100002289,Donald,Raymond,77,M,31,75
100002290,David,Anderson,61,F,111,196
100002291,Amanda,Miller,27,F,73,166
100002292,Grace,White,17,F,28,195
100002293,Sara,May,77,F,134,244
100002294,Bradley,Harris,64,M,45,294
100002295,Paul,Hawkins,43,F,47,112
100002296,Jonathan,Winters,62,F,256,157
100002297,Spencer,Wheeler,41,F,178,47
100002298,Robert,Anderson,66,M,182,256
100002299,Christopher,Colon,42,M,47,112
100002300,Courtney,Nguyen,33,F,281,192
100002301,Michelle,Salazar,12,M,90,63
100002302,Joanna,Webster,18,F,24,286
100002303,Rick,Reed,66,F,172,208
100002304,Justin,Hoffman,54,M,260,93
100002305,Erik,Ortiz,62,F,119,272
100002306,Kelly,Nguyen,73,F,54,284
100002307,George,Ruiz,39,F,188,101
100002308,William,Hansen,58,F,231,150
100002309,Jacob,Davis,20,F,283,185
100002310,Suzanne,Williams,19,F,166,43
100002311,Kevin,Todd,50,F,298,190
100002312,Javier,Burns,20,F,290,158
100002313,Hayley,Garcia,71,F,299,77
100002314,Michael,Robinson,70,F,286,158
100002315,Cynthia,Hernandez,25,F,123,216
100002316,Sherri,Mayo,62,F,161,188
100002317,Mario,Johnston,42,F,221,144
100002318,Michael,Lawrence,43,M,72,119
100002319,Carol,Garcia,64,F,42,287
100002320,Michael,Johnson,57,M,187,277
100002321,Jeffrey,Morales,14,M,169,186
100002322,Rodney,Brewer,45,M,53,224
100002323,Blake,Lee,20,M,38,171
100002324,David,Gill,70,M,134,244
100002325,Patricia,Garrett,71,F,157,251
100002326,Steven,Hughes,20,M,247,151
100002327,Kayla,Black,55,M,145,276
100002328,Kimberly,Donaldson,29,F,61,173
100002329,David,Newman,71,M,79,263
100002330,Kristen,Thomas,70,M,82,293
100002331,Rachel,Montoya,70,F,70,152
100002332,Charles,Castro,47,F,118,153
100002333,Jonathan,Martinez,78,M,224,282
100002334,Elizabeth,Haas,12,F,272,275
100002335,Shelley,Keller,59,M,55,170
100002336,Jermaine,Carlson,62,F,191,67
100002337,Brian,Steele,43,F,260,93
100002338,Aaron,Calhoun,78,F,255,285
100002339,Timothy,Hall,32,F,24,286
100002340,Anna,Taylor,23,F,181,221
100002341,Brandy,Williams,62,F,68,89
100002342,Christopher,Kelley,70,M,296,122
100002343,Emily,Nicholson,74,M,36,66
100002344,Kevin,Kennedy,75,F,271,168
100002345,Tanya,Williams,18,F,120,137
100002346,Sabrina,Powell,33,F,176,202
100002347,Danielle,Campbell,69,M,150,166
100002348,Thomas,Adams,57,F,58,268
100002349,Patricia,Clayton,20,F,232,80
100002350,Heather,Garcia,31,F,285,50
100002351,Kristina,Hickman,51,M,293,234
100002352,Ashley,Martin,19,F,98,280
100002353,Danny,Hernandez,41,F,149,42
100002354,Ashley,Graham,27,F,291,214
100002355,Robert,Black,65,F,134,244
100002356,Frank,Perez,49,M,39,230
100002357,Sophia,Gilmore,13,M,38,171
100002358,Lee,Brown,76,M,257,160
100002359,Ryan,Koch,75,F,119,272
100002360,Kristina,Ware,35,M,129,88
100002361,Kevin,Harris,26,F,19,181
100002362,Daniel,Anderson,60,M,243,146
100002363,Matthew,Osborne,80,F,273,288
100002364,Brandon,Lee,24,M,60,48
100002365,Emily,Watson,66,M,19,181
100002366,John,Bradshaw,13,M,126,106
100002367,Sara,Butler,20,F,26,228
100002368,Jonathan,Gill,74,M,62,94
100002369,Steven,Kaufman,46,M,183,245
100002370,Greg,Diaz,31,F,261,274
100002371,Kelly,Kane,46,F,47,112
100002372,Stephanie,Wilson,23,F,125,250
100002373,Frank,West,37,M,218,134
100002374,Jimmy,Thornton,49,F,150,184
100002375,Andrea,Leon,36,F,21,211
100002376,Mary,Watson,40,F,27,270
100002377,April,Gomez,16,F,81,212
100002378,Patrick,Whitney,64,F,188,101
100002379,Ashley,Nichols,18,M,50,257
100002380,Erica,Williams,51,F,214,97
100002381,Melissa,Rodriguez,35,M,69,199
100002382,Wyatt,Mercado,18,F,132,240
100002383,Connor,Mayer,38,F,51,163
100002384,Brandon,Smith,40,M,229,291
100002385,James,Dixon,16,M,121,215
100002386,Jorge,Simmons,26,F,138,241
100002387,Harold,Guzman,39,F,126,106
100002388,Brian,Tucker,42,F,73,245
100002389,Stephanie,Atkins,76,M,292,273
100002390,Susan,Alvarez,70,M,21,211
100002391,Ronald,Rodriguez,22,F,127,248
100002392,Paul,Stevens,27,M,148,242
100002393,Kelsey,Joseph,29,F,40,165
100002394,Eric,Wood,33,F,55,113
100002395,Richard,Wiggins,71,M,110,100
100002396,Cameron,Ashley,25,M,15,65
100002397,Daniel,Wilson,74,M,106,57
100002398,Thomas,Mclean,43,F,84,114
100002399,Kathleen,Rios,30,F,102,213
100002400,Rebecca,Robinson,55,M,166,249
100002401,Linda,Moyer,26,F,192,258
100002402,Collin,Rodriguez,40,F,36,66
100002403,Paul,Taylor,41,F,139,185
100002404,Charlene,Johnson,26,F,283,171
100002405,Michael,Hodge,38,F,48,200
100002406,Dustin,Reed,74,F,289,264
100002407,Christine,Anderson,79,M,126,106
100002408,Laura,Jones,36,M,17,203
100002409,Christopher,Arnold,27,M,38,171
100002410,Kim,Roy,29,F,160,53
100002411,John,Wallace,27,F,269,68
100002412,Billy,Gregory,53,F,65,82
100002413,Sean,Benton,80,F,84,114
100002414,Trevor,Solomon,49,F,266,73
100002415,Billy,Kline,80,M,182,256
100002416,Jaclyn,Clay,18,M,12,71
100002417,Stephanie,Hobbs,54,F,139,185
100002418,Kevin,Schaefer,80,F,73,167
100002419,Albert,Davis,29,F,126,106
100002420,Michael,Smith,67,F,14,58
100002421,Nicole,Gonzales,74,F,156,41
100002422,Justin,Valentine,16,F,137,243
100002423,Maria,Singh,13,M,17,203
100002424,Matthew,Hughes,33,M,186,66
100002425,Amy,Powell,54,F,141,207
100002426,Cody,Gutierrez,14,F,292,273
100002427,Laura,Knight,57,F,140,74
100002428,Christopher,Hughes,53,F,35,198
100002429,Michelle,Walker,42,M,255,285
100002430,Donna,Rios,66,M,17,203
100002431,Stacy,Johnson,66,F,42,287
100002432,Amanda,Powell,74,M,294,217
100002433,Darrell,Smith,71,M,101,205
100002434,Andre,Chandler,65,F,132,240
100002435,Sarah,Garcia,29,F,89,92
100002436,Gregory,Williamson,41,M,269,68
100002437,Chad,Mooney,39,M,244,161
100002438,Michael,Miles,71,F,139,185
100002439,Sabrina,Barber,57,F,66,183
100002440,Sandra,Curtis,39,M,52,255
100002441,Angela,Warner,60,M,247,151
100002442,Taylor,Green,59,F,232,80
100002443,Jenna,Coleman,77,M,127,248
100002444,Michael,Hogan,32,M,86,162
100002445,Christopher,Phillips,55,F,118,153
100002446,Chelsea,Perry,68,M,134,244
100002447,Emily,Dunn,67,M,219,269
100002448,Jessica,Smith,13,F,69,199
100002449,Lucas,Johnson,77,M,122,107
100002450,Samantha,Jenkins,18,F,66,185
100002451,Janice,Rogers,36,F,151,72
100002452,Hannah,Martin,62,F,244,161
100002453,Nathan,Wilson,12,F,250,132
100002454,Chris,Porter,70,M,63,226
100002455,Andrew,Wallace,80,F,289,264
100002456,Melvin,Ryan,40,F,133,281
100002457,Samantha,Parker,76,F,205,237
100002458,Steven,Phillips,12,F,26,228
100002459,Shelly,Howell,45,M,150,46
100002460,Julia,Brown,34,F,216,131
100002461,John,Lynn,49,M,248,297
100002462,Savannah,Bishop,69,F,277,232
100002463,Pamela,Parker,60,F,31,75
100002464,April,Johnson,51,F,118,153
100002465,Melissa,Warren,14,F,58,268
100002466,Kelly,Miller,43,M,250,132
100002467,Joseph,Harris,71,F,82,293
100002468,Jessica,Soto,57,F,69,199
100002469,James,Mitchell,12,F,54,284
100002470,Tyler,Brock,37,F,132,240
100002471,Jake,Orr,34,F,160,53
100002472,Tonya,Collins,24,F,50,257
100002473,Phillip,Edwards,41,F,295,218
100002474,Philip,Warner,77,M,163,299
100002475,Linda,Reid,15,F,24,286
100002476,Valerie,Wall,48,F,153,100
100002477,Amanda,Juarez,44,F,210,54
100002478,Vickie,Aguirre,80,F,23,139
100002479,Brandi,Sanchez,72,F,140,74
100002480,Kimberly,Crosby,33,F,135,86
100002481,Jessica,Briggs,20,F,156,41
100002482,James,Carpenter,25,F,26,228
100002483,Michael,Lee,16,M,80,60
100002484,Andrea,Cox,79,F,231,150
100002485,Mark,Adams,74,M,121,215
100002486,Debbie,Hernandez,13,M,290,85
100002487,Amy,White,65,F,113,265
100002488,Michele,Howard,73,F,190,149
100002489,Brandon,Lee,57,F,49,110
100002490,Regina,Kennedy,37,M,72,63
100002491,Krista,Collins,66,F,236,236
100002492,Tara,Curry,67,F,196,155
100002493,Andre,Gordon,71,M,255,285
100002494,Emily,Conway,31,M,125,250
100002495,Samuel,Dalton,41,M,124,295
100002496,Patricia,Pham,29,F,255,285
100002497,Margaret,Gutierrez,23,F,130,197
100002498,Michael,Cook,32,M,67,238
100002499,Daniel,Simmons,41,M,24,286
100002500,Stephen,Benjamin,23,F,223,131
100002501,Joseph,Tucker,70,F,161,188
100002502,Tonya,Peterson,44,F,60,48
100002503,Jennifer,Ramirez,80,F,180,105
100002504,Juan,Hanson,13,F,154,141
100002505,David,Sandoval,41,M,78,175
100002506,Andrew,Cardenas,27,F,242,97
100002507,Bryan,Anderson,30,M,188,101
100002508,James,Ramirez,40,F,216,188
100002509,Caroline,Castro,32,M,292,273
100002510,Courtney,Fuentes,55,M,32,130
100002511,Michael,Cantrell,43,F,38,171
100002512,Nicholas,Larsen,36,F,287,103
100002513,John,Bennett,27,M,169,186
100002514,Kelly,Scott,52,F,48,200
100002515,Katherine,Valencia,30,F,26,228
100002516,Mike,Miller,68,F,265,45
100002517,Joseph,Smith,69,M,140,74
100002518,Julie,Campbell,22,M,28,195
100002519,Carl,Baird,42,F,192,258
100002520,Janice,Johnson,77,F,118,153
100002521,Shannon,Martin,54,F,202,52
100002522,Dustin,Blanchard,66,F,77,176
100002523,Becky,Alvarado,45,F,158,81
100002524,Robert,Frank,30,M,220,142
100002525,Carlos,Russo,72,F,294,217
100002526,Thomas,Hester,70,M,238,118
100002527,Lindsay,Williams,64,M,270,55
100002528,Denise,Johnson,39,F,62,94
100002529,Kathleen,Shah,77,F,183,245
100002530,Nicholas,Warren,64,F,53,224
100002531,James,Weber,74,M,31,75
100002532,Patrick,Rodriguez,36,F,256,157
100002533,Kevin,Hansen,80,F,83,43
100002534,James,Mcknight,26,M,266,73
100002535,Timothy,Turner,80,F,143,154
100002536,Colleen,Watts,37,M,37,51
100002537,Pamela,Hayes,13,F,142,83
100002538,David,Faulkner,40,F,153,75
100002539,Nathan,Huff,33,F,273,288
100002540,Kelly,Nguyen,43,M,149,127
100002541,Cody,Lang,70,F,203,266
100002542,Chris,Pugh,29,M,104,87
100002543,Caroline,Mcdonald,57,M,166,135
100002544,Perry,Aguilar,32,F,203,266
100002545,Jeanette,Walker,55,M,170,55
100002546,Phyllis,Lindsey,18,M,215,231
100002547,Michael,Lynch,57,F,131,267
100002548,Kayla,Wilson,36,F,297,109
100002549,Adrian,Stewart,27,F,135,86
100002550,Christina,Scott,65,F,197,167
100002551,Susan,Rodriguez,29,F,45,294
100002552,Kristopher,Sosa,38,F,141,207
100002553,Kevin,George,27,M,75,169
100002554,Jesse,Miller,76,F,77,176
100002555,Heather,Hernandez,19,F,67,238
100002556,James,Salazar,53,M,282,233
100002557,John,Kramer,42,M,202,52
100002558,Melissa,Harmon,26,F,36,66
100002559,Henry,Krueger,77,F,57,127
100002560,Daniel,Mccarthy,78,M,34,59
100002561,Micheal,Gonzalez,63,F,29,179
100002562,Anthony,Jackson,20,F,29,179
100002563,Ryan,Anderson,19,M,239,225
100002564,Leslie,Bryant,65,F,63,226
100002565,Michael,White,39,F,20,91
100002566,Joe,Richmond,64,M,294,217
100002567,Maria,Rodriguez,27,F,270,55
100002568,Robert,Castillo,14,F,267,135
100002569,Timothy,Rocha,20,M,192,258
100002570,Christina,Griffin,60,F,62,94
100002571,Tony,Buchanan,31,M,29,179
100002572,Stephen,Berry,55,M,235,160
100002573,Aaron,Hurley,40,F,18,70
100002574,Andrew,Shepard,35,M,202,52
100002575,Sabrina,Alvarez,58,M,55,166
100002576,Joshua,Phillips,17,M,95,128
100002577,Beverly,Arnold,69,F,62,94
100002578,Michael,Ford,33,F,127,248
100002579,Monica,Wilson,74,F,96,246
100002580,Kimberly,Boyle,60,F,235,211
100002581,Robert,Walker,76,M,97,194
100002582,Douglas,Rodriguez,65,M,148,242
100002583,Kristi,Wolfe,45,F,289,264
100002584,Amanda,Ramirez,26,F,243,146
100002585,Kimberly,Santos,80,F,229,291
100002586,Timothy,Garcia,73,M,74,184
100002587,Michelle,Gonzalez,25,F,57,127
100002588,Carlos,Robinson,21,M,261,274
100002589,Bruce,Johnson,17,F,251,133
100002590,James,Morse,68,F,254,56
100002591,Andrew,Clayton,32,F,32,130
100002592,Cody,Nelson,15,F,36,66
100002593,Suzanne,Smith,34,F,292,273
100002594,James,Smith,52,F,282,137
100002595,Megan,Avila,31,F,223,131
100002596,Dawn,Diaz,37,M,230,52
100002597,Nicole,Maldonado,25,F,38,171
100002598,Ellen,Herman,74,M,48,200
100002599,Tony,Freeman,16,F,105,61
100002600,John,Smith,69,M,227,123
100002601,Holly,Burke,63,F,77,176
100002602,Matthew,Hess,53,F,80,60
100002603,Mason,Finley,15,F,253,278
100002604,Tamara,Cook,68,M,218,134
100002605,Michelle,Yu,78,F,147,104
100002606,Ricky,Lawson,60,F,84,114
100002607,Robert,Malone,33,M,291,214
100002608,Antonio,Mullins,17,F,115,178
100002609,Sarah,Lee,56,F,249,124
100002610,Christopher,Smith,80,M,235,114
100002611,Melanie,Kemp,51,M,77,176
100002612,Ariana,Velasquez,68,F,198,116
100002613,Paul,Arias,76,F,95,128
100002614,Willie,Young,63,M,271,168
100002615,Randy,Scott,26,F,168,111
100002616,Cynthia,Pearson,19,M,158,81
100002617,Ashlee,Alvarado,38,F,184,222
100002618,Veronica,Webb,72,F,109,145
100002619,Michael,Myers,64,F,159,142
100002620,Alexis,Smith,65,F,204,141
100002621,Stacey,Thomas,16,M,282,94
100002622,Chad,Myers,73,F,286,158
100002623,Jacob,Contreras,15,M,291,214
100002624,Robert,Fleming,71,F,55,232
100002625,Maria,Bradford,46,F,94,233
100002626,Lisa,Chavez,55,F,104,87
100002627,Jeffrey,Turner,50,M,264,229
100002628,Eugene,Barber,35,F,136,72
100002629,Robin,King,23,F,176,202
100002630,Courtney,Gordon,49,M,119,272
100002631,Jason,Carlson,70,F,253,278
100002632,Stacey,Gutierrez,22,M,22,41
100002633,Brittany,Frost,51,M,185,49
100002634,Jason,Nunez,68,F,112,289
100002635,Jeffrey,Wood,61,F,214,177
100002636,Erika,Chase,63,F,224,282
