ssn,reg_no
100002835,28
100002836,21
100002836,23
100002837,25
100002837,21
100002837,21
100002838,23
100002838,29
100002838,23
100002838,26
100002839,23
100002840,28
100002840,23
100002840,27
100002841,20
100002841,28
100002841,26
100002841,29
100002842,25
100002843,29
100002843,21
100002843,27
100002843,23
100002844,24
100002844,20
100002845,27
100002845,24
100002846,27
100002846,27
100002846,25
100002847,29
100002847,21
100002848,24
100002848,22
100002848,28
100002848,23
100002849,20
100002849,20
100002850,25
100002850,21
100002850,21
100002850,26
100002851,20
100002851,26
100002852,22
100002852,21
100002852,24
100002852,20
100002853,20
100002853,28
100002853,23
100002853,20
100002854,24
100002855,24
100002855,21
100002855,22
100002856,29
100002857,23
100002858,26
100002858,27
100002858,25
100002858,26
100002859,27
100002859,23
100002859,29
100002860,21
100002860,29
100002860,21
100002861,26
100002862,28
100002863,23
100002863,25
100002864,24
100002864,29
100002864,21
100002865,22
100002865,24
100002865,27
100002866,29
100002866,23
100002867,23
100002867,20
100002868,24
100002868,25
100002868,29
100002868,21
100002869,28
100002869,26
100002869,22
100002870,28
100002870,22
100002870,20
100002871,23
100002871,21
100002871,26
100002872,27
100002872,21
100002873,20
100002873,23
100002873,21
100002873,21
100002874,21
100002874,29
100002874,25
100002874,28
100002875,25
100002875,29
100002876,25
100002876,24
100002876,29
100002876,27
100002877,24
100002877,22
100002878,29
100002878,25
100002878,29
100002878,25
100002879,28
100002879,24
100002880,25
100002881,23
100002881,25
100002882,23
100002883,21
100002883,29
100002883,26
100002884,26
100002884,24
100002884,25
100002884,23
100002885,20
100002886,29
100002886,22
100002886,20
100002886,25
100002887,23
100002887,21
100002888,24
100002888,21
100002888,23
100002888,28
100002889,27
100002890,24
100002890,26
100002890,27
100002890,27
100002891,28
100002891,26
100002892,23
100002892,20
100002892,28
100002892,26
100002893,20
100002893,21
100002894,20
100002894,23
100002894,23
100002895,27
100002895,28
100002895,21
100002896,23
100002897,25
100002898,25
100002899,23
100002899,27
100002899,26
100002899,29
100002900,20
100002900,20
100002900,23
100002901,20
100002901,28
100002901,20
100002902,28
100002902,22
100002902,26
100002902,21
100002903,28
100002903,28
100002903,23
100002903,29
100002904,24
100002904,26
100002904,21
100002904,26
100002905,28
100002905,28
100002905,20
100002905,21
100002906,21
100002906,27
100002906,22
100002907,24
100002907,25
100002908,22
100002909,25
100002909,25
100002909,21
100002909,25
100002910,24
100002910,22
100002910,24
100002911,25
100002912,22
100002912,28
100002912,27
100002912,21
100002913,23
100002913,26
100002913,29
100002914,24
100002915,20
100002915,21
100002916,29
100002917,24
100002917,21
100002917,27
100002917,25
100002918,29
100002918,23
100002918,21
100002919,28
100002920,22
100002920,25
100002920,22
100002920,23
100002921,29
100002921,24
100002921,20
100002922,29
100002922,23
100002923,28
100002923,25
100002923,23
100002923,21
100002924,23
100002924,24
100002924,27
100002924,27
100002925,26
100002926,23
100002926,29
100002926,22
100002926,20
100002927,29
100002927,26
100002928,21
100002928,27
100002928,25
100002929,27
100002929,24
100002930,26
100002930,27
100002931,24
100002932,22
100002932,23
100002932,20
100002932,26
100002933,27
100002933,27
100002934,25
100002934,22
100002934,20
100002934,28
100002935,27
100002935,29
100002935,20
100002935,25
100002936,29
100002937,24
100002937,28
100002938,23
100002938,21
100002938,22
100002939,21
100002939,21
100002939,26
100002940,28
100002940,27
100002940,21
100002940,26
100002941,28
100002942,27
100002943,29
100002943,25
100002944,21
100002944,28
100002945,27
100002945,22
100002945,25
100002946,23
100002946,27
100002947,21
100002947,29
100002947,29
100002947,26
100002948,23
100002949,29
100002949,27
100002949,24
100002950,26
100002950,27
100002951,21
100002951,20
100002952,27
100002953,27
100002953,24
100002954,20
100002954,28
100002955,25
100002955,23
100002955,21
100002955,26
100002956,23
100002956,26
100002956,23
100002956,28
100002957,26
100002957,21
100002958,22
100002958,29
100002958,26
100002959,29
100002959,22
100002959,23
100002960,20
100002960,23
100002961,21
100002961,22
100002961,20
100002962,26
100002962,27
100002963,27
100002963,25
100002963,22
100002963,22
100002964,26
100002965,28
100002965,22
100002966,24
100002966,23
100002966,20
100002966,22
100002967,25
100002967,26
100002967,27
100002967,24
100002968,22
100002968,23
100002969,23
100002969,28
100002969,23
100002970,23
100002970,22
100002970,28
100002971,21
100002971,26
100002972,27
100002972,21
100002973,29
100002973,27
100002973,23
100002973,26
100002974,27
100002975,26
100002975,23
100002975,23
100002976,29
100002976,21
100002976,23
100002976,27
100002977,24
100002977,29
100002977,28
100002977,23
100002978,21
100002978,24
100002978,27
100002979,23
100002979,23
100002979,27
100002979,22
100002980,29
100002980,27
100002980,20
100002981,23
100002981,23
100002982,24
100002982,28
100002983,22
100002984,20
100002984,24
100002984,26
100002984,25
100002985,23
100002985,21
100002985,22
100002986,22
100002986,26
100002987,21
100002987,21
100002987,28
100002987,24
100002988,28
100002989,29
100002989,27
100002989,28
100002990,20
100002990,20
100002990,27
100002991,28
100002991,24
100002992,23
100002993,21
100002993,29
100002993,21
100002994,20
100002994,25
100002995,29
100002996,27
100002996,23
100002996,29
100002996,23
100002997,20
100002997,20
100002997,20
100002997,24
100002998,29
100002999,26
100002999,22
